dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	source_method	pilot_score	pilot_score_percentile	spatial_null_p	label_null_p	fake_lr_null_p	null_support_mean	dataset_recurrence_n	dataset_recurrence_fraction	recurrence_support	annotation_quality	spatiallr_trust_score_pilot	confidence_tier_pilot	notes	method_support_count	stdlib_supported	commot_supported	method_consistency_support	commot_mean_score	spatiallr_trust_score_pilot_v2	confidence_tier_pilot_v2	notes_v2	tri_method_support_count	commot_supported_v3	liana_supported	external_method_support_count	external_method_support_fraction	liana_lr_means	liana_cellphone_pvals	spatiallr_trust_score_pilot_v3	confidence_tier_pilot_v3	notes_v3
GSE292299	GSM8855716_NSCLC_P14	NSCLC	immune	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	0.12262384	0.29971591	0.019607843	0.35483871	0.48514851	0.71346831	4	0.22222222	0.44444444	0.5	0.55556623	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.44701138	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.447011	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	immune	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	0.24853244	0.39891098	0.019607843	0.35483871	0.099009901	0.84218118	15	0.83333333	1	0.5	0.75087279	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0045351473922902626	0.79670912	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.696709	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	immune	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	0.98644994	0.59611742	1	1	0.10891089	0.2970297	1	0.055555556	0.11111111	0.5	0.33996056	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.27489616	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.274896	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	immune	endothelial	MIF	CD74	MIF	stdlib_marker_lr_pilot	0.19804205	0.36979167	0.058823529	0.064516129	1	0.62555345	11	0.61111111	1	0.5	0.63673506	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.50569013	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.50569	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	1.3599242	0.63139205	1	0.96774194	0.0099009901	0.34078569	3	0.16666667	0.33333333	0.5	0.41333792	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.1098368598337766e-06	0.53102308	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.4671485800808188	0.66	0.531023	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	2.3909241	0.6891572	1	1	0.0099009901	0.330033	2	0.11111111	0.22222222	0.5	0.39729239	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.682449746429797e-05	0.51872011	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.1844003500574873	0.94	0.51872	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	15.978951	0.82457386	0.019607843	0.032258065	0.0099009901	0.97941103	18	1	1	0.5	0.90462029	high_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0003761772655911642	0.91545049	high_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.5031593141267328	0.0	0.91545	high_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	endothelial	MIF	CD74	MIF	stdlib_marker_lr_pilot	3.3030117	0.71732955	0.96078431	0.35483871	0.21782178	0.48885173	3	0.16666667	0.33333333	0.5	0.50455844	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	4.4405750007065303e-07	0.60314012	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.50314	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.0034865555	0.025804924	0.019607843	0.064516129	0.64356436	0.75743722	18	1	1	0.5	0.6338796	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.2118014775465822e-06	0.70684563	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.606846	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.029179564	0.13967803	0.019607843	0.032258065	0.069306931	0.95960905	17	0.94444444	1	0.5	0.75774013	high_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.0427064108433894e-05	0.80479532	high_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.704795	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.00188274	0.014441288	0.019607843	0.32258065	0.73267327	0.64171275	17	0.94444444	1	0.5	0.57374463	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.1597163964951175e-07	0.65885129	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.558851	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.0058922789	0.041666667	0.019607843	0.096774194	0.5049505	0.79288915	17	0.94444444	1	0.5	0.65477791	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.895829919622922e-06	0.72340566	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.623406	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	0.10559806	0.27911932	1	1	0.25742574	0.24752475	0	0	0	0.5	0.22958624	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.1908778	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.190878	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	0.036672625	0.16051136	1	1	0.25742574	0.24752475	0	0	0	0.5	0.20586465	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.1730866	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.173087	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	8.4916629	0.78716856	0.019607843	0.12903226	0.0099009901	0.94715297	17	0.94444444	1	0.5	0.8810102	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.3270792050235796e-05	0.89693647	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.796936	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.81855551	0.57291667	0.019607843	0.064516129	0.26732673	0.88284977	15	0.83333333	1	0.5	0.80600822	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0014875708668637326	0.83907741	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.2737507626824392	0.5	0.839077	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.87477761	0.5797822	1	0.80645161	0.24752475	0.31534121	4	0.22222222	0.44444444	0.5	0.41251593	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.1456427474160856e-06	0.52977048	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.28075006682084014	0.38	0.52977	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.34514467	0.44767992	1	1	0.12871287	0.29042904	3	0.16666667	0.33333333	0.5	0.35141717	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.5236342594508504e-06	0.4833236	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.2333834590956317	0.96	0.483324	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.031819244	0.14938447	0.078431373	0.74193548	0.46534653	0.57142887	4	0.22222222	0.44444444	0.5	0.45448022	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.36764588	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.1679080695781516	0.99	0.467646	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	tumor_like	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	1.2961857	0.62736742	1	0.16129032	0.11881188	0.57329927	4	0.22222222	0.44444444	0.5	0.55101201	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	7.356955026281479e-06	0.64009149	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.3242022225589654	0.01	0.640091	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	5.2227835	0.75568182	0.019607843	0.032258065	0.17821782	0.92330542	13	0.72222222	1	0.5	0.86278908	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0001486159456012712	0.88267444	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.3325270693275898	0.0	0.882674	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	1.2922661	0.62689394	1	1	0.079207921	0.30693069	1	0.055555556	0.11111111	0.5	0.35106636	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	4.300607420157264e-07	0.48347303	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.28508917929384625	0.0	0.483473	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	endothelial	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.16106606	0.34043561	0.74509804	1	0.14851485	0.3687957	8	0.44444444	0.88888889	0.5	0.48026275	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.38191696	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.2183325765662477	0.88	0.481917	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.44620976	0.48816288	1	1	0.17821782	0.27392739	4	0.22222222	0.44444444	0.5	0.37348516	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	4.3003165395982656e-07	0.49946205	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.2616131985496878	0.58	0.499462	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	1.1275097	0.61245265	1	1	0.22772277	0.25742574	3	0.16666667	0.33333333	0.5	0.36787007	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.032370031457193e-07	0.49483819	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.27104669480298554	0.43	0.494838	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.64221137	0.54261364	0.019607843	1	0.11881188	0.62052676	17	0.94444444	1	0.5	0.66878611	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.4838717937500002e-05	0.72960275	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.22383117170910113	1.0	0.729603	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	endothelial	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.057445725	0.20596591	1	1	0.33663366	0.22112211	2	0.11111111	0.22222222	0.5	0.24619868	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.20267706	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.15830811526498906	0.99	0.302677	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	endothelial	tumor_like	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.024634254	0.12452652	0.019607843	0.74193548	0.1980198	0.68014563	2	0.11111111	0.22222222	0.5	0.45942256	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.37407056	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.374071	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	endothelial	immune	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.084155794	0.25	0.74509804	1	0.22772277	0.34239306	6	0.33333333	0.66666667	0.5	0.40452987	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.32445722	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.324457	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	endothelial	stroma_fibroblast	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.034400865	0.15672348	1	1	0.2970297	0.23432343	2	0.11111111	0.22222222	0.5	0.24295086	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.20057123	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.200571	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	endothelial	endothelial	TGFB1	TGFBR1	TGFB	stdlib_marker_lr_pilot	0.0055336198	0.03811553	0.019607843	0.16129032	0.74257426	0.69217586	8	0.44444444	0.88888889	0.5	0.58148881	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0005262026381569982	0.66592101	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.565921	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	1.0061412	0.59753788	0.019607843	0.80645161	0.15841584	0.67184157	15	0.83333333	1	0.5	0.70542836	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0018478363129344566	0.75836731	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.31678359406197304	1.0	0.758367	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	3.432955	0.72064394	1	0.93548387	0.1980198	0.28883211	3	0.16666667	0.33333333	0.5	0.40521151	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.7782133910315146e-06	0.52362943	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5982605213426382	1.0	0.523629	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	1.9628261	0.66714015	1	1	0.0099009901	0.330033	4	0.22222222	0.44444444	0.5	0.43733342	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.7213254494531165e-08	0.54875089	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6597711399258799	0.42	0.548751	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	0.11136736	0.2874053	0.019607843	0.74193548	0.0099009901	0.7428519	2	0.11111111	0.22222222	0.5	0.52335145	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.42358489	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.25528084195049894	1.0	0.523585	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	tumor_like	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	1.5932283	0.64749053	1	1	0.14851485	0.28382838	5	0.27777778	0.55555556	0.5	0.43252341	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	9.662317008821842e-06	0.54398827	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.3670615967782283	1.0	0.543988	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	20.496159	0.83712121	0.019607843	0.032258065	0.15841584	0.92990608	13	0.72222222	1	0.5	0.88237728	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0002960630977933342	0.89753061	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6500519526199667	0.74	0.897531	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	7.3490741	0.77722538	1	1	0.0099009901	0.330033	3	0.16666667	0.33333333	0.5	0.43712824	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.6826938588573997e-07	0.54859701	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.711392191529427	0.0	0.548597	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	endothelial	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	0.56373122	0.51846591	0.66666667	1	0.0099009901	0.44114411	7	0.38888889	0.77777778	0.5	0.52982079	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.4208942	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.30559272806638904	1.0	0.520894	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	0.54846616	0.51467803	1	1	0.20792079	0.2640264	6	0.33333333	0.66666667	0.5	0.41828214	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.276566380536638e-07	0.53281227	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.304226330379926	1.0	0.532812	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	4.4247705	0.74242424	1	1	0.14851485	0.28382838	1	0.055555556	0.11111111	0.5	0.36262126	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.3976906891317895e-07	0.49156165	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5883897019008908	1.0	0.491562	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	3.6522345	0.72632576	0.019607843	1	0.0099009901	0.65683039	17	0.94444444	1	0.5	0.72368035	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.114638950076588e-05	0.77168102	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6502344282047977	0.76	0.771681	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	endothelial	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	0.20106004	0.3733428	1	1	0.099009901	0.30033003	3	0.16666667	0.33333333	0.5	0.34150024	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.27613343	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.24555164474122804	1.0	0.376133	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855717_NSCLC_P15	NSCLC	endothelial	tumor_like	TGFB1	TGFBR2	TGFB	stdlib_marker_lr_pilot	0.030279604	0.14299242	0.019607843	0.74193548	0.099009901	0.71314893	3	0.16666667	0.33333333	0.5	0.50183961	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.40670843	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.406708	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
